,PropertyStreetNbrNameText,PropertyCityName,State,PropertyZipCode,TotalAssessedAmt,Lat,Lng
6051,1276 N WAYNE ST 1228,ARLINGTON,VA,22201,848900,38.8880275,-77.0867979
6052,3840 N TAZEWELL ST,ARLINGTON,VA,22207,1172900,38.9222309,-77.12692
6053,2445 N SYCAMORE ST,ARLINGTON,VA,22207,688300,38.89298369999999,-77.15694210000001
6054,5337 26th ST N,ARLINGTON,VA,22207,738800,38.8984466,-77.1404046
6055,3743 N DELAWARE ST,ARLINGTON,VA,22207,824300,38.9175772,-77.1373935
6056,5718 9th RD N,ARLINGTON,VA,22205,834200,38.8782219,-77.13330359999999
6057,3822 ROBERTS LN,ARLINGTON,VA,22207,1099600,38.9178257,-77.1151896
6058,4241 COLUMBIA PIKE 507,ARLINGTON,VA,22204,141900,38.8586522,-77.1033668
6059,4401 35th ST N,ARLINGTON,VA,22207,1607500,38.9165181,-77.1243144
6060,1631 N ABINGDON ST,ARLINGTON,VA,22207,748200,38.89034729999999,-77.1207185
6061,3516 ARLINGTON BLVD,ARLINGTON,VA,22204,962200,38.870889,-77.097717
6062,142 N BEDFORD ST B,ARLINGTON,VA,22201,421800,38.8761188,-77.08674890000002
6063,6059 20th ST N,ARLINGTON,VA,22205,709100,38.8884742,-77.14710079999999
6064,5112 23rd RD N,ARLINGTON,VA,22207,697100,38.8971022,-77.13159569999999
6065,2021 21st ST N 00023,ARLINGTON,VA,22201,349700,38.898612,-77.082272
6066,221 N GEORGE MASON DR 221-4,ARLINGTON,VA,22203,201100,38.8710697,-77.10734459999999
6067,4227 32nd RD S,ARLINGTON,VA,22206,442800,38.836434,-77.08664499999999
6068,900 N EMERSON ST,ARLINGTON,VA,22205,930400,38.8809325,-77.1252133
6069,1567 N COLONIAL TER 406-Z,ARLINGTON,VA,22209,290100,38.8979756,-77.074016
6070,5558 LEE HWY 62-E,ARLINGTON,VA,22207,277300,38.8952682,-77.1399433
6071,504 A N THOMAS ST,ARLINGTON,VA,22203,814800,38.8753863,-77.1114249
6072,1530 KEY BLVD 1321,ARLINGTON,VA,22209,715500,38.8958698,-77.07591819999999
6073,4130 23rd ST N,ARLINGTON,VA,22207,1459800,38.9010038,-77.1115485
6074,1732 QUEENS LN 3-188,ARLINGTON,VA,22201,353800,38.8940784,-77.0801674
6075,1020 N CLEVELAND ST,ARLINGTON,VA,22201,766700,38.885204,-77.089563
6076,2225 N ROOSEVELT ST,ARLINGTON,VA,22205,779100,38.88976,-77.1541336
6077,4201 LEE HWY 708,ARLINGTON,VA,22207,228000,38.89723840000001,-77.112515
6078,1723 N BRYAN ST,ARLINGTON,VA,22201,937900,38.8935461,-77.0901042
6079,3202 19th ST N,ARLINGTON,VA,22201,940900,38.8934541,-77.09932069999999
6080,2107 N TAFT ST 00011,ARLINGTON,VA,22201,298400,38.898626,-77.08251899999999
6081,1079 N MONTANA ST,ARLINGTON,VA,22205,742100,38.8807654,-77.1442246
6082,1050 N STUART ST 519,ARLINGTON,VA,22201,526300,38.8835336,-77.1123801
6083,900 N TAYLOR ST 616,ARLINGTON,VA,22203,212000,38.8812752,-77.11300949999999
6084,3413 S WAKEFIELD ST,ARLINGTON,VA,22206,442800,38.8333026,-77.0910911
6085,2123 N MONROE ST 00001,ARLINGTON,VA,22207,431700,38.896489,-77.10413199999999
6086,3715 25th ST N,ARLINGTON,VA,22207,1171100,38.9039014,-77.1026475
6087,6831 WASHINGTON BLVD,ARLINGTON,VA,22213,582700,38.8893071,-77.1618423
6088,2138 S OAKLAND ST,ARLINGTON,VA,22204,329300,38.8485925,-77.09100339999999
6089,4605 31st RD S A2,ARLINGTON,VA,22206,393500,38.8369142,-77.09424229999999
6090,812 S TAYLOR ST,ARLINGTON,VA,22204,638900,38.8607862,-77.10521
6091,2001 S LORTON ST,ARLINGTON,VA,22204,374800,38.8519259,-77.0892049
6092,3540 N VALLEY ST,ARLINGTON,VA,22207,1806600,38.9145495,-77.1287866
6093,400 N LIVINGSTON ST,ARLINGTON,VA,22203,683800,38.8688139,-77.1400451
6094,4838 28th ST S A2,ARLINGTON,VA,22206,354700,38.8411589,-77.1030141
6095,5580 LEE HWY C-43,ARLINGTON,VA,22207,329900,38.895127,-77.14116
6096,903 S FREDERICK ST 8,ARLINGTON,VA,22204,156100,38.8543219,-77.1148705
6097,6012 25th ST N,ARLINGTON,VA,22207,735200,38.8950184,-77.14710079999999
6098,624 N TAZEWELL ST,ARLINGTON,VA,22203,786600,38.8781346,-77.11302069999999
6099,2356 N VERMONT ST,ARLINGTON,VA,22207,808800,38.9037495,-77.11815639999999
6100,5807 19th ST N,ARLINGTON,VA,22205,761400,38.8886828,-77.1410896
6101,814 S ARLINGTON MILL DR 6-104,ARLINGTON,VA,22204,194300,38.8591458,-77.1134617
6102,4604 34th ST S,ARLINGTON,VA,22206,442800,38.8340798,-77.0917503
6103,1509 S GEORGE MASON DR 21,ARLINGTON,VA,22204,184400,38.85204,-77.104145
6104,4548 28th RD S 15-12,ARLINGTON,VA,22206,244600,38.8440444,-77.0971551
6105,5307 2nd ST N,ARLINGTON,VA,22203,761600,38.8692369,-77.1229659
6106,1608 S TAYLOR ST,ARLINGTON,VA,22204,521200,38.8527561,-77.1010179
6107,3479 S STAFFORD ST A1,ARLINGTON,VA,22206,370100,38.8313054,-77.0862923
6108,826 S QUINCY ST,ARLINGTON,VA,22204,729900,38.8615181,-77.09990520000001
6109,1502 S GEORGE MASON DR 20,ARLINGTON,VA,22204,139800,38.8524745,-77.1048243
6110,6223 22nd ST N,ARLINGTON,VA,22205,784100,38.8895676,-77.1504262
6111,1906 N NOTTINGHAM ST,ARLINGTON,VA,22205,1388800,38.888319,-77.1446291
6112,3603 S TAYLOR ST,ARLINGTON,VA,22206,442800,38.8294639,-77.0894533
6113,901 N MONROE ST 1301,ARLINGTON,VA,22201,754200,38.8831351,-77.10271500000002
6114,620 S IVY ST,ARLINGTON,VA,22204,630800,38.86618989999999,-77.0928467
6115,5821 25th RD N,ARLINGTON,VA,22207,744400,38.8960962,-77.1460559
6116,5565 COLUMBIA PIKE 109,ARLINGTON,VA,22204,199300,38.854945,-77.122467
6117,1605 N STAFFORD ST,ARLINGTON,VA,22207,818900,38.8906823,-77.1115035
6118,4306 36th ST S,ARLINGTON,VA,22206,523800,38.8298989,-77.0897865
6119,4572 25th RD N,ARLINGTON,VA,22207,1057500,38.9056665,-77.1213028
6120,143 N PARK DR,ARLINGTON,VA,22203,788400,38.8691311,-77.1151896
6121,4501 ARLINGTON BLVD 0203,ARLINGTON,VA,22203,251900,38.8692834,-77.10882880000001
6122,3800 FAIRFAX DR 0613,ARLINGTON,VA,22203,503000,38.8821571,-77.1050976
6123,5221 10th PL S,ARLINGTON,VA,22204,293100,38.8523459,-77.1162207
6124,2146 S OAKLAND ST,ARLINGTON,VA,22204,355900,38.848331,-77.090964
6125,1510 S GEORGE MASON DR 13,ARLINGTON,VA,22204,139800,38.85296140000001,-77.10536280000001
6126,6320 24th ST N,ARLINGTON,VA,22207,796900,38.8921513,-77.1545155
6127,2151 N QUEBEC ST,ARLINGTON,VA,22207,809000,38.8985293,-77.1077275
6128,1300 N MEADE ST EN103,ARLINGTON,VA,22209,326300,38.8878345,-77.07460619999999
6129,1029 N STUART ST 528,ARLINGTON,VA,22201,579100,38.8832022,-77.111571
6130,900 N STAFFORD ST 1610,ARLINGTON,VA,22203,290100,38.881358,-77.11084579999999
6131,930 S GEORGE MASON DR,ARLINGTON,VA,22204,492000,38.8596964,-77.1030072
6132,206 N GEORGE MASON DR 206-4,ARLINGTON,VA,22203,197900,38.8704876,-77.10767919999999
6133,3817 9th ST S,ARLINGTON,VA,22204,615100,38.8615727,-77.09716279999999
6134,5116 9th ST N,ARLINGTON,VA,22205,677600,38.8795973,-77.1236851
6135,3701 38th ST N,ARLINGTON,VA,22207,694800,38.9238609,-77.1199993
6136,1600 N OAK ST 1218,ARLINGTON,VA,22209,639800,38.892896,-77.07321089999999
6137,750 S DICKERSON ST 208,ARLINGTON,VA,22204,237300,38.8591918,-77.1152479
6138,5300 COLUMBIA PIKE 1012,ARLINGTON,VA,22204,196200,38.8538412,-77.1165606
6139,4017 9th ST S,ARLINGTON,VA,22204,736200,38.8607852,-77.1001749
6140,3118 24th ST S,ARLINGTON,VA,22206,403700,38.8485348,-77.08331629999999
6141,3511 3rd ST N,ARLINGTON,VA,22201,863200,38.8758594,-77.09959049999999
6142,4501 ARLINGTON BLVD 0527,ARLINGTON,VA,22203,175800,38.8692834,-77.10882880000001
6143,900 N TAYLOR ST 1817,ARLINGTON,VA,22203,330600,38.8812752,-77.11300949999999
6144,6730 LITTLE FALLS RD,ARLINGTON,VA,22213,796600,38.8931925,-77.16350249999999
6145,3707 14th ST S,ARLINGTON,VA,22204,605300,38.8568778,-77.0939707
6146,20 S ABERDEEN ST,ARLINGTON,VA,22204,617000,38.8662426,-77.1149039
6147,301 N BARTON ST,ARLINGTON,VA,22201,858400,38.8799002,-77.0865522
6148,4629 30th RD S,ARLINGTON,VA,22206,415700,38.8391747,-77.0964996
6149,2809 D S WOODROW ST 00001,ARLINGTON,VA,22206,244900,38.840456,-77.09729709999999
6150,4084 LEE HWY,ARLINGTON,VA,22207,665800,38.8966795,-77.11010139999999
6151,2518 D S ARLINGTON MILL DR 00004,ARLINGTON,VA,22206,517900,38.845772,-77.0966689
6152,5617 5th RD S,ARLINGTON,VA,22204,627700,38.8617516,-77.12498860000001
6153,2015 S LINCOLN ST,ARLINGTON,VA,22204,729800,38.8511245,-77.0872491
6154,561 N LIVINGSTON ST,ARLINGTON,VA,22203,701500,38.8711433,-77.13968559999999
6155,4100 36th ST S,ARLINGTON,VA,22206,384700,38.8277331,-77.08784709999999
6156,900 N STAFFORD ST 1502,ARLINGTON,VA,22203,306500,38.881358,-77.11084579999999
6157,5520 24th ST N,ARLINGTON,VA,22205,672000,38.8945593,-77.1392707
6158,2911 9th ST N,ARLINGTON,VA,22201,865300,38.8829859,-77.093081
6159,4733 34th RD N,ARLINGTON,VA,22207,1513500,38.9127337,-77.1326519
6160,600 N EDISON ST,ARLINGTON,VA,22203,1000600,38.875026,-77.1201803
6161,4623 34th ST S,ARLINGTON,VA,22206,442800,38.8347568,-77.09192589999999
6162,2053 N WOODSTOCK ST 101,ARLINGTON,VA,22207,208500,38.896879,-77.1181715
6163,5619 WILLIAMSBURG BLVD,ARLINGTON,VA,22207,768900,38.9066093,-77.149168
6164,4723 ARLINGTON BLVD,ARLINGTON,VA,22203,549300,38.8678809,-77.1133466
6165,1502 S GEORGE MASON DR 22,ARLINGTON,VA,22204,184400,38.8524745,-77.1048243
6166,1502 S GEORGE MASON DR 12,ARLINGTON,VA,22204,184400,38.8524745,-77.1048243
6167,2126 N EMERSON ST,ARLINGTON,VA,22207,688100,38.8947726,-77.1309552
6168,4638 B 28th RD S B,ARLINGTON,VA,22206,301600,38.841848,-77.098457
6169,4406 S PERSHING CT,ARLINGTON,VA,22204,794100,38.86557,-77.108237
6170,3000 SPOUT RUN PKWY B409,ARLINGTON,VA,22201,241200,38.8961088,-77.09453119999999
6171,720 N FILLMORE ST,ARLINGTON,VA,22201,973300,38.8817545,-77.0927119
6172,1830 N ODE ST,ARLINGTON,VA,22209,720500,38.896815,-77.07632389999999
6173,1416 12th ST N 1416A,ARLINGTON,VA,22209,524600,38.8878528,-77.0733326
6174,1003 N HARRISON ST,ARLINGTON,VA,22205,768900,38.88154979999999,-77.1285843
6175,1117 S EMERSON ST,ARLINGTON,VA,22204,518300,38.8514734,-77.11100909999999
6176,3356 5th ST S,ARLINGTON,VA,22204,607700,38.867095,-77.0945969
6177,217 N EMERSON ST,ARLINGTON,VA,22203,624000,38.8706134,-77.1184822
6178,5440 8th RD S,ARLINGTON,VA,22204,358000,38.8556029,-77.1229366
6179,3800 FAIRFAX DR 0413,ARLINGTON,VA,22203,503000,38.8821571,-77.1050976
6180,4628 D 28th RD S D,ARLINGTON,VA,22206,292400,38.842257,-77.098502
6181,2603 ARLINGTON BLVD 00042,ARLINGTON,VA,22201,253100,38.8743664,-77.0872193
6182,4650 34th ST S,ARLINGTON,VA,22206,442800,38.833908,-77.0930683
6183,2117 N MONROE ST 00002,ARLINGTON,VA,22207,456800,38.896489,-77.10413199999999
6184,424 N NORWOOD ST,ARLINGTON,VA,22203,823600,38.876839,-77.1029622
6185,1522 N COLONIAL CT,ARLINGTON,VA,22209,1164600,38.8971903,-77.0754343
6186,2725 S WALTER REED DR B,ARLINGTON,VA,22206,301600,38.8410708,-77.10636819999999
6187,5009 25th ST S,ARLINGTON,VA,22206,645600,38.8429237,-77.1053459
6188,6932 FAIRFAX DR 300,ARLINGTON,VA,22213,408700,38.8886083,-77.16492900000001
6189,4761 24th RD N,ARLINGTON,VA,22207,944800,38.9007108,-77.1272339
6190,4141 HENDERSON RD 620,ARLINGTON,VA,22203,235200,38.8758591,-77.10945819999999
6191,2961 S COLUMBUS ST B1,ARLINGTON,VA,22206,244200,38.8381493,-77.1015639
6192,141 S ABERDEEN ST,ARLINGTON,VA,22204,664700,38.8630819,-77.1167629
6193,5534 32nd ST N,ARLINGTON,VA,22207,923300,38.9049288,-77.1466963
6194,966 N POTOMAC ST,ARLINGTON,VA,22205,681500,38.8777829,-77.1488085
6195,2224 N TRENTON ST,ARLINGTON,VA,22207,963400,38.9003625,-77.11622349999999
6196,142 S PERSHING DR,ARLINGTON,VA,22204,628800,38.8654659,-77.1100651
6197,4501 ARLINGTON BLVD 0418,ARLINGTON,VA,22203,242100,38.8692834,-77.10882880000001
6198,1423 N NASH ST N-G5,ARLINGTON,VA,22209,315400,38.8913619,-77.0722901
6199,1904 KEY BLVD 09454,ARLINGTON,VA,22201,341800,38.894322,-77.08281699999999
6200,5112 1st ST N,ARLINGTON,VA,22203,718800,38.86752,-77.12233669999999
6201,1929 N MADISON ST,ARLINGTON,VA,22205,780500,38.8890018,-77.143191
6202,3151 S STAFFORD ST,ARLINGTON,VA,22206,529400,38.8374373,-77.0850834
6203,4401 LEE HWY 79,ARLINGTON,VA,22207,192700,38.898624,-77.1170101
6204,1899 N ILLINOIS ST,ARLINGTON,VA,22205,976000,38.8914829,-77.136371
6205,1200 N NASH ST 0815,ARLINGTON,VA,22209,804300,38.88926500000001,-77.07286049999999
6206,959 S SCOTT ST 900,ARLINGTON,VA,22204,429800,38.865725,-77.07634999999999
6207,1050 N TAYLOR ST 1-312,ARLINGTON,VA,22201,500100,38.8877657,-77.1135152
6208,3915 N WOODSTOCK ST,ARLINGTON,VA,22207,930700,38.9193209,-77.13454399999999
6209,136 N PARK DR,ARLINGTON,VA,22203,604200,38.8690495,-77.11580769999999
6210,4821 13th ST N,ARLINGTON,VA,22205,758900,38.8861307,-77.1225951
6211,6773 LITTLE FALLS RD,ARLINGTON,VA,22213,758200,38.8924394,-77.1643113
6212,5938 WILSON BLVD,ARLINGTON,VA,22205,789400,38.8741809,-77.13595529999999
6213,4311 19th ST N,ARLINGTON,VA,22207,909200,38.8937763,-77.1138635
6214,1307 N UTAH ST,ARLINGTON,VA,22201,1299800,38.8875914,-77.1140209
6215,6220 22nd RD N,ARLINGTON,VA,22205,774200,38.8903906,-77.150606
6216,1931 N CLEVELAND ST 511,ARLINGTON,VA,22201,248200,38.8957355,-77.09102589999999
6217,1600 N OAK ST 1205,ARLINGTON,VA,22209,516600,38.8927061,-77.0735475
6218,33 S FILLMORE ST,ARLINGTON,VA,22204,655400,38.8724102,-77.0886879
6219,2821 BEECHWOOD CIR,ARLINGTON,VA,22207,1007900,38.90997420000001,-77.1113687
6220,1530 KEY BLVD 223,ARLINGTON,VA,22209,361500,38.89602600000001,-77.07587649999999
6221,1600 N OAK ST 718,ARLINGTON,VA,22209,616900,38.892896,-77.07321089999999
6222,4649 36th ST S A,ARLINGTON,VA,22206,442800,38.8335202,-77.09365149999999
6223,2453 N LEXINGTON ST,ARLINGTON,VA,22207,701800,38.8954554,-77.1441797
6224,1608 N COLONIAL TER,ARLINGTON,VA,22209,505900,38.8976309,-77.076561
6225,1803 N HIGHLAND ST,ARLINGTON,VA,22201,1486900,38.8932265,-77.09406059999999
6226,6058 LITTLE FALLS RD,ARLINGTON,VA,22207,955900,38.9002657,-77.1552794
6227,4343 LEE HWY 705,ARLINGTON,VA,22207,277000,38.8976815,-77.1149452
6228,6309 15th RD N,ARLINGTON,VA,22205,760000,38.8816365,-77.154201
6229,2019 N TAYLOR ST,ARLINGTON,VA,22207,786800,38.8954747,-77.1130769
6230,2748 N YUCATAN ST,ARLINGTON,VA,22213,781800,38.8923472,-77.16925379999999
6231,2701 S WALTER REED DR A,ARLINGTON,VA,22206,360200,38.8427556,-77.10434029999999
6232,5138 11th ST S,ARLINGTON,VA,22204,507300,38.8516694,-77.1124026
6233,3800 FAIRFAX DR 0812,ARLINGTON,VA,22203,339400,38.8821571,-77.1050976
6234,3000 SPOUT RUN PKWY A310,ARLINGTON,VA,22201,222300,38.8961088,-77.09453119999999
6235,5960 10th RD N,ARLINGTON,VA,22205,737900,38.8794465,-77.1441909
6236,4600 S FOUR MILE RUN DR 1106,ARLINGTON,VA,22204,213300,38.8549049,-77.10739029999999
6237,6021 28th ST N,ARLINGTON,VA,22207,1849600,38.8988442,-77.1499094
6238,5018 36th ST N,ARLINGTON,VA,22207,903400,38.9151517,-77.1392137
6239,3343 S STAFFORD ST,ARLINGTON,VA,22206,529400,38.8338215,-77.08626459999999
6240,512 N WAKEFIELD ST,ARLINGTON,VA,22203,903900,38.8763593,-77.1151896
6241,2059 N BRANDYWINE ST,ARLINGTON,VA,22207,500200,38.8951573,-77.1234307
6242,4914 34th ST N,ARLINGTON,VA,22207,951600,38.9109552,-77.13703389999999
6243,6711 WASHINGTON BLVD,ARLINGTON,VA,22205,516100,38.8881391,-77.1594313
6244,30 N GREENBRIER ST,ARLINGTON,VA,22203,628700,38.868199,-77.12311199999999
6245,2833 S BUCHANAN ST,ARLINGTON,VA,22206,415700,38.8408,-77.10057599999999
6246,4412 34th ST S,ARLINGTON,VA,22206,442800,38.8336037,-77.08924680000001
6247,2012 N CAMERON ST,ARLINGTON,VA,22207,637400,38.89455299999999,-77.12710109999999
6248,720 N EMERSON ST,ARLINGTON,VA,22203,818900,38.8762193,-77.1222018
6249,4120 21st RD N,ARLINGTON,VA,22207,724400,38.8976295,-77.1108454
6250,2129 S NELSON ST,ARLINGTON,VA,22204,375100,38.8492091,-77.0898837
6251,1900 N KENILWORTH ST,ARLINGTON,VA,22205,839100,38.8900111,-77.13820249999999
6252,4141 HENDERSON RD 414,ARLINGTON,VA,22203,240700,38.8758591,-77.10945819999999
6253,2051 N WOODSTOCK ST 202,ARLINGTON,VA,22207,235600,38.8969282,-77.1183586
6254,2238 N ILLINOIS ST,ARLINGTON,VA,22205,808500,38.893685,-77.138345
6255,4638 C 28th RD S C,ARLINGTON,VA,22206,301600,38.841848,-77.098457
6256,2546 C S ARLINGTON MILL DR 00003,ARLINGTON,VA,22206,473700,38.845772,-77.0966689
6257,317 S VEITCH ST,ARLINGTON,VA,22204,419500,38.8704778,-77.0823707
6258,1619 N EDGEWOOD ST,ARLINGTON,VA,22201,972300,38.8915588,-77.0925208
6259,3800 FAIRFAX DR 1511,ARLINGTON,VA,22203,477800,38.8821571,-77.1050976
6260,900 N STAFFORD ST 1410,ARLINGTON,VA,22203,290100,38.881358,-77.11084579999999
6261,814 S ARLINGTON MILL DR 6-201,ARLINGTON,VA,22204,199500,38.8591458,-77.1134617
6262,4855 28th ST S A2,ARLINGTON,VA,22206,409700,38.8431081,-77.10153559999999
6263,2608 3rd ST N,ARLINGTON,VA,22201,1700500,38.87858629999999,-77.08916
6264,4790 OLD DOMINION DR,ARLINGTON,VA,22207,1235900,38.9048695,-77.1306968
6265,1527 N UTAH ST,ARLINGTON,VA,22207,824200,38.8900203,-77.1142007
6266,5300 26th RD N,ARLINGTON,VA,22207,932200,38.8992445,-77.1389215
6267,815 N BARTON ST,ARLINGTON,VA,22201,970800,38.8823797,-77.08718170000002
6268,1559 N BRYAN ST,ARLINGTON,VA,22201,963600,38.8911966,-77.09027429999999
6269,704 N EMERSON ST,ARLINGTON,VA,22203,752900,38.8755115,-77.1216175
6270,900 N HIGHLAND ST,ARLINGTON,VA,22201,918200,38.8830249,-77.094735
6271,2732 N WYOMING ST,ARLINGTON,VA,22213,759000,38.8913338,-77.16844499999999
6272,31 N HIGHLAND ST,ARLINGTON,VA,22201,976700,38.8740603,-77.0921274
6273,5613 5th RD S,ARLINGTON,VA,22204,601100,38.8617667,-77.12476389999999
6274,940 PATRICK HENRY DR,ARLINGTON,VA,22205,707600,38.8768405,-77.1421573
6275,4724 7th RD N,ARLINGTON,VA,22203,637100,38.877253,-77.11815639999999
6276,1318 N ABINGDON ST,ARLINGTON,VA,22207,1593600,38.8872414,-77.1202119
6277,3353 5th ST S,ARLINGTON,VA,22204,497900,38.8672767,-77.0952222
6278,6038 21st ST N,ARLINGTON,VA,22205,674900,38.8890314,-77.1463368
6279,5644 7th RD S,ARLINGTON,VA,22204,315400,38.857025,-77.125383
6280,2905 9th ST N,ARLINGTON,VA,22201,850600,38.883002,-77.0928563
6281,1216 N NELSON ST,ARLINGTON,VA,22201,1406300,38.8869123,-77.1057944
6282,2927 D S WOODSTOCK ST 00004,ARLINGTON,VA,22206,401200,38.8411379,-77.0965559
6283,940 S ROLFE ST,ARLINGTON,VA,22204,513400,38.865567,-77.076047
6284,2756 N RANDOLPH ST,ARLINGTON,VA,22207,1258400,38.9104392,-77.10547969999999
6285,2000 6th ST S,ARLINGTON,VA,22204,416100,38.8691663,-77.0792681
6286,4304 34th ST S B1,ARLINGTON,VA,22206,265000,38.8335952,-77.0878333
6287,3125 N INGLEWOOD ST,ARLINGTON,VA,22207,821800,38.9060327,-77.1457975
6288,1720 S EDGEWOOD ST,ARLINGTON,VA,22204,618100,38.8558505,-77.084439
6289,750 S DICKERSON ST 202,ARLINGTON,VA,22204,132900,38.8591533,-77.1152121
6290,3207 N PIEDMONT ST,ARLINGTON,VA,22207,899400,38.9171036,-77.1162684
6291,2400 ARLINGTON BLVD,ARLINGTON,VA,22204,561800,38.874178,-77.0849336
6292,1704 S MONROE ST,ARLINGTON,VA,22204,537400,38.8544922,-77.0913181
6293,6238 WASHINGTON BLVD,ARLINGTON,VA,22205,736100,38.8871886,-77.1506959
6294,1621 N QUINCY ST,ARLINGTON,VA,22207,763400,38.8910729,-77.1078174
6295,2100 LEE HWY 342,ARLINGTON,VA,22201,407000,38.8958533,-77.0836163
6296,5228 N CARLIN SPRINGS RD,ARLINGTON,VA,22203,712700,38.8722287,-77.12134780000001
6297,1702 N CAMERON ST,ARLINGTON,VA,22207,991100,38.89069,-77.12315699999999
6298,3120 N WAKEFIELD ST,ARLINGTON,VA,22207,1379500,38.9107944,-77.12696629999999
6299,2812 D S WAKEFIELD ST D,ARLINGTON,VA,22206,292400,38.8437517,-77.097831
6300,404 S ABINGDON ST,ARLINGTON,VA,22204,700100,38.8642966,-77.1139759
6301,3008 N TORONTO ST,ARLINGTON,VA,22213,1625900,38.8983419,-77.1621545
6302,5630 19th ST N,ARLINGTON,VA,22205,790900,38.8895243,-77.13779799999999
6303,106 N GEORGE MASON DR 106-4,ARLINGTON,VA,22203,197900,38.870073,-77.109573
6304,901 N MONROE ST 1405,ARLINGTON,VA,22201,794000,38.8831351,-77.10271500000002
6305,1530 KEY BLVD 1103,ARLINGTON,VA,22209,366000,38.89602600000001,-77.07587649999999
6306,4537 28th RD S 8-6,ARLINGTON,VA,22206,369300,38.844407,-77.09733
6307,3414 N KENSINGTON ST,ARLINGTON,VA,22207,787400,38.9063431,-77.15038129999999
6308,4801 20th ST N,ARLINGTON,VA,22207,653400,38.8934588,-77.1226962
6309,923 N HIGHLAND ST,ARLINGTON,VA,22201,814600,38.88370219999999,-77.09433039999999
6310,2104 N QUANTICO ST,ARLINGTON,VA,22205,832100,38.888448,-77.1522687
6311,4600 S FOUR MILE RUN DR 1034,ARLINGTON,VA,22204,190300,38.8548913,-77.1074126
6312,2103 N SCOTT ST 88,ARLINGTON,VA,22209,272900,38.898594,-77.0810599
6313,2550 24th ST N,ARLINGTON,VA,22207,1360100,38.9005155,-77.0924541
6314,415 N FREDERICK ST,ARLINGTON,VA,22203,1169600,38.87418,-77.12039260000002
6315,2905 18th ST S,ARLINGTON,VA,22204,568300,38.8550174,-77.0852483
6316,4834 1st ST S,ARLINGTON,VA,22204,595600,38.8656209,-77.1178024
6317,3605 2nd ST S,ARLINGTON,VA,22204,596500,38.8687764,-77.0972977
6318,2401 1st ST S,ARLINGTON,VA,22204,643500,38.8734907,-77.08560800000001
6319,2721 S WALTER REED DR C,ARLINGTON,VA,22206,301600,38.8409306,-77.1061892
6320,1600 N OAK ST 929,ARLINGTON,VA,22209,394300,38.8927061,-77.0735475
6321,1029 S EDISON ST,ARLINGTON,VA,22204,543400,38.8528983,-77.1119868
6322,1725 QUEENS LN 1-111,ARLINGTON,VA,22201,348800,38.8940153,-77.0794255
6323,2446 S OXFORD ST,ARLINGTON,VA,22206,370900,38.8468553,-77.0916328
6324,3116 9th RD N,ARLINGTON,VA,22201,758000,38.8834019,-77.095649
6325,2815 F S WOODROW ST 00006,ARLINGTON,VA,22206,372500,38.840456,-77.09729709999999
6326,2882 S ABINGDON ST,ARLINGTON,VA,22206,415700,38.8400157,-77.0988138
6327,4537 28th RD S 8-10,ARLINGTON,VA,22206,369300,38.844407,-77.09733
6328,4343 LEE HWY 703,ARLINGTON,VA,22207,255500,38.8976815,-77.1149452
6329,4036 27th ST N,ARLINGTON,VA,22207,1042200,38.9075194,-77.10521
6330,2106 N EDISON ST,ARLINGTON,VA,22207,618900,38.8947738,-77.1297979
6331,1569 N COLONIAL TER 307-Z,ARLINGTON,VA,22209,289000,38.8981946,-77.0739547
6332,1774 N TROY ST 15719,ARLINGTON,VA,22201,275500,38.893929,-77.083753
6333,2030 N ADAMS ST 1006,ARLINGTON,VA,22201,297200,38.8977682,-77.0896321
6334,512 N MONROE ST,ARLINGTON,VA,22201,1479800,38.8781695,-77.10155449999999
6335,610 S WOODSTOCK ST,ARLINGTON,VA,22204,673000,38.8618265,-77.1130769
6336,4514 34th ST S,ARLINGTON,VA,22206,442800,38.8337843,-77.09044759999999
6337,5457 N FOUR MILE RUN DR,ARLINGTON,VA,22205,758400,38.8705821,-77.1306968
6338,2409 ARLINGTON BLVD 00086,ARLINGTON,VA,22201,253100,38.8746928,-77.085944
6339,969 N LONGFELLOW ST,ARLINGTON,VA,22205,716900,38.8780903,-77.1422023
6340,3711 25th RD N,ARLINGTON,VA,22207,1086000,38.90475139999999,-77.1014562
6341,3906 N WAKEFIELD ST,ARLINGTON,VA,22207,1883300,38.9192828,-77.1339778
6342,176 N COLUMBUS ST,ARLINGTON,VA,22203,684700,38.869529,-77.1165044
6343,3500 3rd ST N,ARLINGTON,VA,22201,917800,38.8756585,-77.09887119999999
6344,3801 LORCOM LN,ARLINGTON,VA,22207,975100,38.90144000000001,-77.1049515
6345,5007 34th RD N,ARLINGTON,VA,22207,854000,38.9127211,-77.1395507
6346,1200 N NASH ST 1164,ARLINGTON,VA,22209,217100,38.88926500000001,-77.07286049999999
6347,4825 28th ST S A,ARLINGTON,VA,22206,415700,38.84181969999999,-77.10297709999999
6348,1111 N TAYLOR ST 0000C,ARLINGTON,VA,22201,515400,38.88439899999999,-77.112353
6349,4600 S FOUR MILE RUN DR 0708,ARLINGTON,VA,22204,157700,38.8549049,-77.10739029999999
6350,6323 25th ST N,ARLINGTON,VA,22207,935700,38.8940481,-77.1553244
6351,2818 N NOTTINGHAM ST,ARLINGTON,VA,22207,1093600,38.8993436,-77.14952749999999
